id,conv_id,context,prompt,evaluation,empathetic_intent,speaker_utterance,listener_utterance,speaker_sentiment,listener_sentiment,predictions_ER,predictions_IP,predictions_EX
124,hit:10541_conv:21083,caring,I worked in a nursing home while I was in nursing school. I have sense gone back to the home to visit my old patients to check in on them,5.0,1,I worked in a nursing home while I was in nursing school. I have since gone back to the home to visit my old patients to check in on them.,that must be a heart warming reunion to see your old patience,neutral,positive,0,0,0
125,hit:10541_conv:21083,caring,I worked in a nursing home while I was in nursing school. I have sense gone back to the home to visit my old patients to check in on them,5.0,3,It is! I miss seeing them daily. I like going to see that they're doing okay,that is really good to hear_comma_ I bet they loved seeing you again,positive,positive,1,0,0
126,hit:6853_conv:13706,proud,My daughter applied for an internship over the summer all on her own and got it!,5.0,5,My 14 year old daughter applied for an internship all m herself for over the summer,Wow_comma_ that is impressive_comma_ I could not do that at that age,neutral,positive,0,2,0
127,hit:6853_conv:13706,proud,My daughter applied for an internship over the summer all on her own and got it!,5.0,8,She got it too. She was able to work at the schools summer camp and get a free week of camp herself!,Wow_comma_ she has a bright future ahead of her if that is the case,positive,positive,0,0,0
128,hit:9311_conv:18623,impressed,I tried a new lasagna recipe and it turned out amazing!,4.0,6,I tried a new lasagna recipe and it turned out amazing!,Really! That's awesome! Was there something new in it you don't usually use?,positive,positive,1,0,2
129,hit:9311_conv:18623,impressed,I tried a new lasagna recipe and it turned out amazing!,4.0,8,Yeah quote a few ingredients and a littlr e more work but totally worth it,I think lasagna is one of my favorite things to make,positive,positive,0,2,0
130,hit:8417_conv:16835,anxious,I have my performance appraisal tomorrow at work! I am really nervous!,4.0,6,I have my performance appraisal tomorrow at work! I am really nervous!,How long have you been working for the company?,negative,neutral,0,0,2
131,hit:8417_conv:16835,anxious,I have my performance appraisal tomorrow at work! I am really nervous!,4.0,8,This will be my first one! I don't know what to expect and that is why I am so nervous!,I think you will do okay! Get as much rest as possible tonight just in case they do an interview!,negative,positive,1,0,0
132,hit:12112_conv:24225,guilty,I drank my roommates beer last night. I feel pretty bad about it.,2.0,1,I drank my roommates beer last night. I feel pretty bad about it.,That's pretty rude. Are you going to buy him some more beer.,negative,negative,0,0,2
133,hit:12112_conv:24225,guilty,I drank my roommates beer last night. I feel pretty bad about it.,2.0,1,Yea but he was leaving early to go tailgate and I didnt have time.,Man.. I'm glad you're not my roommate.,neutral,positive,1,0,0
134,hit:11931_conv:23862,annoyed,when someone does not stop talking,4.0,8,i hate when someone does not take the hint to stop talking,With those kind of people you just have to be blunt. If that doesn't work then it's time to excuse yourself from the conversation.,negative,negative,0,0,0
135,hit:11931_conv:23862,annoyed,when someone does not stop talking,4.0,8,i really do agree. that is usually my approcah,You are usually left with no other option.,positive,neutral,0,0,0
136,hit:1390_conv:2780,guilty,i feel grail d,5.0,8,about today's work,Okay_comma_ I'm feeling nostalgic about my childhood.,neutral,positive,0,0,0
137,hit:1390_conv:2780,guilty,i feel grail d,5.0,8,ya mee too i like my brother,it was a long time ago_comma_ but I still remember it well.,positive,positive,0,2,0
138,hit:5826_conv:11652,afraid,i thought someone was breaking in,3.0,1,i moved into a new apartment yesterday. when i was asleep last night i thought someone was breaking in,Oh that sounds so scary!,neutral,negative,0,0,0
139,hit:5826_conv:11652,afraid,i thought someone was breaking in,3.0,8,it was...i checked it out. turns out it was a stray cat. the toaccording to neighbors the old tenant used to feed it when it would scratch at the window,Oh thank goodness it wasn't serious.,neutral,positive,0,0,0
140,hit:117_conv:234,joyful,The summer is almost over. I couldn't be any happier!,2.0,0,I have had enogh of this summer heat. Cmon autumn!,I agree. I love autumn.,negative,positive,1,1,0
141,hit:117_conv:234,joyful,The summer is almost over. I couldn't be any happier!,2.0,8,It gets do hot in memphis. My daughter is ready for school to start back anyway_comma_,I love Memphis.,positive,positive,0,2,0
142,hit:10954_conv:21908,afraid,My stepmother just passed away and I am concerned about my dad,5.0,6,He seams fine when I talk with him but I know he is not. H has had a problem with substance abuse in the past,That's really rough. Do you think he may have relapsed?,negative,negative,1,0,2
143,hit:10954_conv:21908,afraid,My stepmother just passed away and I am concerned about my dad,5.0,3,Well My stepmom just died last week and I am concerned for him greatly,I would be too. Going through something like that can take a toll on anyone_comma_ and makes it hard to cope with everyday life. I hope he gets the help he needs.,negative,negative,1,2,0
144,hit:8796_conv:17592,joyful,I am a happy father of two daughters.,3.0,6,I have two beautiful daughters.,That's incredible. How old?,positive,positive,1,0,2
145,hit:8796_conv:17592,joyful,I am a happy father of two daughters.,3.0,6,10 and 13 years old.,What great ages!,neutral,positive,0,0,0
146,hit:11600_conv:23200,sentimental,I watched my daughter start high school this week. Seems like yesterday I was walking her to kindergarden.,4.0,6,I watched my daughter start high school this week,How did that make you feel?,neutral,neutral,0,0,1
147,hit:11600_conv:23200,sentimental,I watched my daughter start high school this week. Seems like yesterday I was walking her to kindergarden.,4.0,3,I was thinking back to when it just seems like yesterday I was walking her to her first day of kindergarten.,I understand that_comma_ I get that could make you emotional_comma_ I hope time slows for you!,neutral,neutral,1,1,0
148,hit:271_conv:543,proud,I was doing a team effort_comma_ andf my team did well,5.0,6,I was doing a team thing_comma_ and we won so i was happy,what was the team activity?,positive,neutral,0,0,2
149,hit:271_conv:543,proud,I was doing a team effort_comma_ andf my team did well,5.0,7,We had to do a presentation for a job,I'm happy it went well for you!,neutral,positive,2,0,0
150,hit:1932_conv:3864,jealous,My sister just got a huge promotion and her husband bought her a new house. I'm kind of bitter about it.,4.0,1,My sister just got a huge promotion and her husband bought her a new house.,Congrats. They must be excited.,positive,positive,1,0,0
151,hit:1932_conv:3864,jealous,My sister just got a huge promotion and her husband bought her a new house. I'm kind of bitter about it.,4.0,4,Eh_comma_ I don't care. I'm bitter about it,I am sorry to hear that. Why are you upset about this?,negative,negative,2,0,2
152,hit:11915_conv:23830,grateful,my aunt paid for my exam,4.0,6,i almost wasnt going to take my pharmacy tech certification exam. was too expensive,What did you decide to do instead?,negative,neutral,0,0,2
153,hit:11915_conv:23830,grateful,my aunt paid for my exam,4.0,6,luckily my aunt paid my fee of $275 as an early birthday gift. i passed the test,That's lucky of you_comma_ do you plan on being a pharmacy tech?,positive,positive,1,0,2
154,hit:5350_conv:10701,devastated,MY best friend is leaving her job. We have worked together for ten years,3.0,6,MY best friend and I have worked together for ten years.,Wow thats a long time to work together did yall meet at work?,positive,positive,0,0,2
155,hit:5350_conv:10701,devastated,MY best friend is leaving her job. We have worked together for ten years,3.0,4,We did. Now she is leaving and moving away,Thats sad. Im so sorry to hear that!,neutral,negative,2,0,0
156,hit:12253_conv:24507,terrified,My home was broken into and we never found out who it was and I felt this way.,1.0,6,Our home was broken into.,Fluff that stinks_comma_ did you shoot em?,negative,negative,0,0,2
157,hit:12253_conv:24507,terrified,My home was broken into and we never found out who it was and I felt this way.,1.0,6,We weren't home!,sheesh what a bummer!,neutral,negative,0,0,0
158,hit:2097_conv:4194,angry,My husband's sister was living with us. She was acting rude_comma_ and we ended up kicking her out.,5.0,6,My husband's sister was living with us. She was acting rude so we had to kick her out.,Oh no that is terrible. Are you guys still talking now?,negative,negative,1,0,2
159,hit:2097_conv:4194,angry,My husband's sister was living with us. She was acting rude_comma_ and we ended up kicking her out.,5.0,6,No not at all it's a little tense.,Well that is not good. What did she do that was so bad?,neutral,negative,0,0,1
160,hit:5437_conv:10875,impressed,I seen a guy driving a motorcycle today riding only on his back wheel. He was going pretty fast too_comma_ it was amazing.,5.0,8,I seen this guy driving his motorcycle only on his back wheel today. It was crazy,Haha_comma_ I've seen plenty do wheelies. I've seen a few crash too_comma_ sadly,neutral,negative,0,2,0
161,hit:5437_conv:10875,impressed,I seen a guy driving a motorcycle today riding only on his back wheel. He was going pretty fast too_comma_ it was amazing.,5.0,8,Oh no_comma_ yeah he seemed like he had it under control. It was pretty cool.,That takes a lot of nerve_comma_ so kudos to that guy. I'd never do that because I'd probably die lol,positive,negative,1,1,0
162,hit:11357_conv:22714,trusting,i trusted my friend with my credit card,5.0,6,i trusted my friend with my credit card,Uh oh.... I'm afraid to ask_comma_ how did it go?,neutral,negative,0,0,1
163,hit:11357_conv:22714,trusting,i trusted my friend with my credit card,5.0,8,it actually turned out ok_comma_ i was scared but i was too sick to get to the store myself,I lent my credit card to my sister one time and it did not go well. She still owes me to this day.,positive,negative,0,2,0
164,hit:6045_conv:12091,disappointed,I was supposed to go to Busch Gardens last weekend _comma_ but it was raining and we had to cancel.,5.0,6,I was supposed to go to Busch Gardens last weekend.,Did you not go?,neutral,neutral,0,0,2
165,hit:6045_conv:12091,disappointed,I was supposed to go to Busch Gardens last weekend _comma_ but it was raining and we had to cancel.,5.0,5,It was raining and we had to cancel.,That stinks. You should go this weekend?,negative,negative,0,0,2
